Stratum,DATASOURCE,STATIONID,STATIONNAME,UNIQUEID
522,STORET_21FLFMRI,SAR200125,Sarasota - Lemon Bay,STORET_21FLFMRI : SAR200125
522,LEGACYSTORET_21FLA,56180SEAS,Stump Pass /  /,LEGACYSTORET_21FLA : 56180SEAS
522,STORET_21FLSWFD,764607,LBM2010041603,STORET_21FLSWFD : 764607
522,STORET_CHNEPLLB,522,522,STORET_CHNEPLLB : 522
526,DACS_WQ,56-241,LEMON BAY 56-241,DACS_WQ : 56-241
526,LEGACYSTORET_21FLA,24010598,LEMON CRK AT SR 771 BRDG / SOUTH-EAST / TAMPA BAY AREA,LEGACYSTORET_21FLA : 24010598
526,LEGACYSTORET_21FLA,56241SEAS,Island Harbor Marina /  /,LEGACYSTORET_21FLA : 56241SEAS
526,STORET_21FLSWFD,764147,LBM2009062602,STORET_21FLSWFD : 764147
526,STORET_CHNEPLLB,526,526,STORET_CHNEPLLB : 526
525,DACS_WQ,56-170,LEMON BAY 56-170,DACS_WQ : 56-170
525,DACS_WQ,56-171,LEMON BAY 56-171,DACS_WQ : 56-171
525,LEGACYSTORET_21FLA,24010665,LEMON BAY-MARKER 9 / SOUTH-EAST / TAMPA BAY AREA,LEGACYSTORET_21FLA : 24010665
525,STORET_21FLDOH,CHARLOTTE42,FL743808,STORET_21FLDOH : CHARLOTTE42
525,LEGACYSTORET_21FLA,56170SEAS,Canal SW of ICWW 9 /  /,LEGACYSTORET_21FLA : 56170SEAS
525,LEGACYSTORET_21FLA,56171SEAS,Mouth of Knight Pass /  /,LEGACYSTORET_21FLA : 56171SEAS
525,LEGACYSTORET_21FLA,56172SEAS,End of canal due west of sta. 170 /  /,LEGACYSTORET_21FLA : 56172SEAS
525,LEGACYSTORET_21FLA,56173SEAS,Lagoon at SW end of Knight Pass /  /,LEGACYSTORET_21FLA : 56173SEAS
525,LEGACYSTORET_21FLA,56240SEAS,Bocilla Lagoon Cove /  /,LEGACYSTORET_21FLA : 56240SEAS
525,STORET_21FLSWFD,764148,LBM2009062603,STORET_21FLSWFD : 764148
525,STORET_21FLSWFD,764355,LBM2009102002,STORET_21FLSWFD : 764355
525,STORET_21FLSWFD,764479,LBM2009121803,STORET_21FLSWFD : 764479
525,STORET_21FLSWFD,764510,LBM2010021613,STORET_21FLSWFD : 764510
525,STORET_CHNEPLLB,525,525,STORET_CHNEPLLB : 525
528,STORET_21FLDOH,CHARLOTTE43,FL158390,STORET_21FLDOH : CHARLOTTE43
528,STORET_21FLSEAS,56SEAS005,ICWW channel marker 5,STORET_21FLSEAS : 56SEAS005
528,LEGACYSTORET_21FLA,56290SEAS,ICWW 5 /  /,LEGACYSTORET_21FLA : 56290SEAS
528,LEGACYSTORET_21FLSWFD,FLO0658,LEMON BAY DON PEDRO MAIN LAND /  /,LEGACYSTORET_21FLSWFD : FLO0658
528,LEGACYSTORET_21FLSWFD,FLO0659,LEMON BAY DON PEDRO BARRIER ISLAND /  /,LEGACYSTORET_21FLSWFD : FLO0659
528,STORET_21FLSWFD,764145,LBM2009062504,STORET_21FLSWFD : 764145
528,STORET_21FLSWFD,764231,LBM2009081902,STORET_21FLSWFD : 764231
528,STORET_21FLSWFD,764339,LBM2009082104,STORET_21FLSWFD : 764339
528,STORET_21FLSWFD,764478,LBM2009121802,STORET_21FLSWFD : 764478
528,CHEVWQMN_WQ,LBV007,Lemon Bay,CHEVWQMN_WQ : LBV007
528,STORET_CHNEPLLB,528,528,STORET_CHNEPLLB : 528
527,STORET_CHNEPLLB,527,527,STORET_CHNEPLLB : 527
530,STORET_21FLKWAT,CHA-CHA7-257,Charlotte-CHA7-257,STORET_21FLKWAT : CHA-CHA7-257
530,STORET_21FLKWAT,CHA-CHA7-259,Charlotte-CHA7-259,STORET_21FLKWAT : CHA-CHA7-259
530,STORET_21FLKWAT,CHA-CHA7-264,Charlotte-CHA7-264,STORET_21FLKWAT : CHA-CHA7-264
530,STORET_CHNEPLLB,530,530,STORET_CHNEPLLB : 530
474,USGS_NWIS,264313081405900,"CALOOSAHATCHEE RIVER NR OLGA, FLA.",USGS_NWIS : 264313081405900
474,USGS_NWIS,264319081405100,"CALOOSAHATCHEE RIVER OXBOW NR OLGA, FLA.",USGS_NWIS : 264319081405100
474,LEGACYSTORET_21FLSFWM,CR-30.4T,BANANA BRANCH OF ROBERTS CANAL AT C-78A /  /,LEGACYSTORET_21FLSFWM : CR-30.4T
474,LEGACYSTORET_21FLSFWM,CR-39.6T,HICKEY S CREEK AT S.R.78 NEAR TICE /  /,LEGACYSTORET_21FLSFWM : CR-39.6T
474,LEGACYSTORET_21FLSFWM,CR-40.3,C-43 0.7 MILES EAST OF FRANKLIN LOCK(S79) ADJACE /  /,LEGACYSTORET_21FLSFWM : CR-40.3
473,STORET_21FLSFWM,CAL 00,FRESHWATER PORTION AT S-79,STORET_21FLSFWM : CAL 00
473,USGS_NWIS,264318081410900,CALOOSAHATCHEE RIVER AT WMD SITE 40-3,USGS_NWIS : 264318081410900
473,USGS_NWIS,264325081415501,"OLGA, FLA",USGS_NWIS : 264325081415501
473,STORET_21FLSFWM,S79,S-79 SPILLWAY & LOCK ON CALOOSAHATCHEE RIVER NR OLGA,STORET_21FLSFWM : S79
473,STORET_21FLSFWM,S79N,NORTH SIDE OF STRUCTURE S79 ON CALOOSAHATCHEE RIVER,STORET_21FLSFWM : S79N
473,USGS_NWIS,02292900,"CALOOSAHATCHEE RIVER AT S-79, NR.OLGA, FLA",USGS_NWIS : 02292900
473,USGS_NWIS,02292901,"CALOOSAHATCHEE RIVER BELOW S-79 NEAR OLGA, FLA.",USGS_NWIS : 02292901
473,USGS_NWIS,264329081413400,CALOOSAHATCHEE R AT LOCK AT OLGA FL,USGS_NWIS : 264329081413400
473,LEE_WQ,39-GR20,Replicate,LEE_WQ : 39-GR20
473,LEE_WQ,CES01BOT,S79 Upstream Bottom,LEE_WQ : CES01BOT
473,LEE_WQ,CES01SUR,S79 Upstream Surface,LEE_WQ : CES01SUR
473,LEGACYSTORET_21FLA,28020019,CALOOSAHATCHEE R FRANKLIN LOCK L / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020019
473,LEGACYSTORET_21FLSFWM,S79,S-79 SPILLWAY & LOCK ON CALOOSAHATCHEE RIVER NR /  /,LEGACYSTORET_21FLSFWM : S79
472,STORET_21FLSFWM,CES02,CALOOSAHATCHEE WATER QUALITY MONITORING STATION,STORET_21FLSFWM : CES02
472,USGS_NWIS,264300081430000,CALOOSAHATCHEE R AT OLGA,USGS_NWIS : 264300081430000
472,STORET_21FLFTM,28020003,CALOOSAHATCHEE R OLD SR 78 BR,STORET_21FLFTM : 28020003
472,STORET_21FLFTM,28020041,TELEGRAPH CR SR 78 BR E SR 31 IN,STORET_21FLFTM : 28020041
472,STORET_21FLSFWM,TELEGCRK,TELEGRAPH CREEK BRIDGE AND SR-78,STORET_21FLSFWM : TELEGCRK
472,USGS_NWIS,022929176,"TELEGRAPH CREEK AT STATE HIGHWAY AT OLGA, FL",USGS_NWIS : 022929176
472,USGS_NWIS,264349081420600,10B TELEGRAPH CREEK AT SR 78,USGS_NWIS : 264349081420600
472,USGS_NWIS,264349081420601,TELEGRAPH CREEK @ SR-78,USGS_NWIS : 264349081420601
472,LEE_WQ,29-8GR,TELEGRAPH CREEK- Bridge @ T. Cr. Eststes,LEE_WQ : 29-8GR
472,LEGACYSTORET_21FLA,28020041,TELEGRAPH CR SR 78 BR E SR 31 IN / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020041
472,LEGACYSTORET_21FLSFWM,TELEGCRK,TELEGRAPH CREEK BRIDGE AND SR-78 /  /,LEGACYSTORET_21FLSFWM : TELEGCRK
472,USGS_NWIS,02292917,TELEGRAPH CREEK 10B AT SR-78,USGS_NWIS : 02292917
472,USGS_NWIS,264330081424500,TROUT CREEK NEAR OLGA FL,USGS_NWIS : 264330081424500
472,USGS_NWIS,264330081425000,CALOOSAHATCHEE RIVER AT OLGA FL,USGS_NWIS : 264330081425000
472,USGS_NWIS,264331081423100,CALOOSAHATCHEE RIVER AT MARKER 2 NEAR OLGA (MK2),USGS_NWIS : 264331081423100
471,STORET_21FLFTM,CALUSA0005FTM,Caloosahatchee R. Mid Channel off Point on S Bank - WB 3240C,STORET_21FLFTM : CALUSA0005FTM
471,LEE_WQ,28-5GR,OTTER CREEK - Single Culv Under Duke Hwy/Ott,LEE_WQ : 28-5GR
475,USGS_NWIS,264253081402200,HICKEY CREEK AT SR80 NEAR ALVA FL,USGS_NWIS : 264253081402200
475,LEE_WQ,38-3GR,"Hickey Cr/SR80, Up",LEE_WQ : 38-3GR
475,LEGACYSTORET_21FLA,28020028,HICKEY CR SR 80 BR E OLGA LEE CO / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020028
475,LEGACYSTORET_21FLSFWM,HICKEYCR,HICKEY CREEK BRIDGE AND SR-80 NEAR THE TOWN OF T /  /,LEGACYSTORET_21FLSFWM : HICKEYCR
600,STORET_CHNEPEB,600,600,STORET_CHNEPEB : 600
603,STORET_21FLFTM,28020188,TEN MILE CANAL AT US41 BRIDGE,STORET_21FLFTM : 28020188
603,STORET_21FLFTM,EVRGWC0021FTM,Creek at Fort Myers RV Park,STORET_21FLFTM : EVRGWC0021FTM
603,STORET_21FLSFWM,TENMICAS,TEN MILE CANAL (SO.) BRIDGE AND US-41,STORET_21FLSFWM : TENMICAS
603,USGS_NWIS,262957081511400,TEN MILE CA AT US 41 NEAR ESTERO FL,USGS_NWIS : 262957081511400
603,USGS_NWIS,262957081511401,TEN MILE CANAL @ US 41,USGS_NWIS : 262957081511401
603,LEGACYSTORET_21FLA,28020188,TEN MILE CANAL AT US41 BRIDGE / SOUTHEAST / LOWER FLORIDA AREA,LEGACYSTORET_21FLA : 28020188
603,LEGACYSTORET_21FLSFWM,TENMICAS,TEN MILE CANAL (SO.) BRIDGE AND US-41 /  /,LEGACYSTORET_21FLSFWM : TENMICAS
603,USGS_NWIS,262956081511200,TEN MILE CANAL NEAR ESTERO FL,USGS_NWIS : 262956081511200
603,STORET_CHNEPEB,603,603,STORET_CHNEPEB : 603
602,STORET_21FLFTM,28020194,HENDRY CREEK AT POWER LINES,STORET_21FLFTM : 28020194
602,STORET_21FLWPB,28020194,HENDRY CREEK AT POWER LINES,STORET_21FLWPB : 28020194
602,LEGACYSTORET_21FLA,28020194,HENDRY CREEK AT POWER LINES / SOUTHEAST / LOWER FLORIDA AREA,LEGACYSTORET_21FLA : 28020194
602,STORET_CHNEPEB,602,602,STORET_CHNEPEB : 602
601,STORET_CHNEPEB,601,601,STORET_CHNEPEB : 601
610,STORET_21FLFTM,EVRGWC0023FTM,Mullock Creek at U.S. 41,STORET_21FLFTM : EVRGWC0023FTM
610,STORET_21FLFTM,EVRGWC0064FTM,Mullock Cr. @ Coach Light Manor -- WBID 3258C1,STORET_21FLFTM : EVRGWC0064FTM
610,STORET_21FLGW,15164,SFC-LL-1006 UNKNOWN,STORET_21FLGW : 15164
610,USGS_NWIS,262829081501400,MULLOCK CREEK AT US 41 NEAR ESTERO FL,USGS_NWIS : 262829081501400
610,LEE_WQ,46B-9GR,MULLOCK CREEK- US 41 - Presunrise D.O.,LEE_WQ : 46B-9GR
610,USGS_NWIS,262830081501200,UNNAMED TRIBUTARY NO 2 AT ESTERO FL,USGS_NWIS : 262830081501200
610,STORET_CHNEPEB,610,610,STORET_CHNEPEB : 610
609,STORET_21FLFTM,EVRGWC0065FTM,Ten Mile Canal @ Island Park Rd. -- WBID 3258C1,STORET_21FLFTM : EVRGWC0065FTM
609,STORET_21FLFTM,EVRGWC0022FTM,Creek at Mullock Creek Marina,STORET_21FLFTM : EVRGWC0022FTM
609,LEE_WQ,10MIGR10,TEN MILE - Vacant lot at end of Park Rd.,LEE_WQ : 10MIGR10
609,LEE_WQ,MULLGR02,Ten Mile Canal,LEE_WQ : MULLGR02
609,STORET_CHNEPEB,609,609,STORET_CHNEPEB : 609
608,STORET_21FLFTM,EVRGWC0069FTM,Hendry Cr. Oyster Site 1 - WB 3258B1,STORET_21FLFTM : EVRGWC0069FTM
608,STORET_CHNEPEB,608,608,STORET_CHNEPEB : 608
607,STORET_CHNEPEB,607,607,STORET_CHNEPEB : 607
616,STORET_21FLFMRI,NTK200128,N 10K Islands - Estero Bay,STORET_21FLFMRI : NTK200128
616,USGS_NWIS,02291655,"MULLOCK CREEK NEAR THE MOUTH NEAR ESTERO, FL",USGS_NWIS : 02291655
616,STORET_21FLFTM,28020195,MULLOCK CREEK AT RED MRKR 30,STORET_21FLFTM : 28020195
616,LEGACYSTORET_21FLA,28020195,MULLOCK CREEK AT RED MRKR 30 / SOUTHEAST / LOWER FLORIDA AREA,LEGACYSTORET_21FLA : 28020195
616,STORET_CHNEPEB,616,616,STORET_CHNEPEB : 616
615,STORET_21FLCHAR,EBV002,Estero Bay/Hendry & Mullock Cr/Marker 13,STORET_21FLCHAR : EBV002
615,STORET_21FLFTM,28020190,MOUTH OF HENDRY CREEK AT MARKER 16,STORET_21FLFTM : 28020190
615,STORET_21FLFTM,EVRGWC0070FTM,Hendry Cr. Oyster Site 2 - WB 3258B1,STORET_21FLFTM : EVRGWC0070FTM
615,STORET_21FLFTM,EVRGWC0071FTM,Hendry Cr. Oyster Site 3 - WB 3258I,STORET_21FLFTM : EVRGWC0071FTM
615,USGS_NWIS,262730081523800,ESTERO BAY NEAR ESTERO FL,USGS_NWIS : 262730081523800
615,LEE_WQ,EB-12,Near Hendry Mullock mouth - Estero Bay Site # 12 N Hendry,LEE_WQ : EB-12
615,LEE_WQ,MULLGR01,Hendry Creek,LEE_WQ : MULLGR01
615,LEGACYSTORET_21FLA,28020190,MOUTH OF HENDRY CREEK AT MARKER 16 / SOUTHEAST / LOWER FLORIDA AREA,LEGACYSTORET_21FLA : 28020190
615,STORET_CHNEPEB,615,615,STORET_CHNEPEB : 615
614,STORET_CHNEPEB,614,614,STORET_CHNEPEB : 614
613,STORET_21FLFMRI,NTK200105,N 10K Islands - Hell Peckney Bay,STORET_21FLFMRI : NTK200105
613,USGS_NWIS,262750081544400,COW CREEK E OF HURRICANE BAY BR NR FT MYERS BCH FL,USGS_NWIS : 262750081544400
613,STORET_CHNEPEB,613,613,STORET_CHNEPEB : 613
612,STORET_21FLFTM,28020094,FT MY BCH OUT EST IS INN,STORET_21FLFTM : 28020094
612,LEE_WQ,EB-11,South of mantanzas Pass - Estero Bay Site # 11 Mantanza,LEE_WQ : EB-11
612,LEGACYSTORET_21FLA,28020094,FT MY BCH OUT EST IS INN / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020094
612,STORET_CHNEPEB,612,612,STORET_CHNEPEB : 612
622,STORET_21FLWPB,28021807,INF-SUN COND-LEE CO,STORET_21FLWPB : 28021807
622,STORET_21FLWPB,28021808,EFF-SUN COND-LEE CO,STORET_21FLWPB : 28021808
622,STORET_21FLFMRI,NTK200106,N 10K Islands - Estero Bay,STORET_21FLFMRI : NTK200106
622,USGS_NWIS,02291610,"ESTERO RIVER NEAR THE MOUTH NEAR ESTERO, FL",USGS_NWIS : 02291610
622,STORET_CHNEPEB,622,622,STORET_CHNEPEB : 622
621,USGS_NWIS,262620081523700,ESTERO BAY NEAR HORSESHOE KEYS FL,USGS_NWIS : 262620081523700
621,STORET_CHNEPEB,621,621,STORET_CHNEPEB : 621
620,STORET_CHNEPEB,620,620,STORET_CHNEPEB : 620
619,STORET_21FLFMRI,NTK200107,N 10K Islands - Hell Peckney Bay,STORET_21FLFMRI : NTK200107
619,STORET_21FLFTM,28020106,FT MY BCH CAN ADJ AVE PESC,STORET_21FLFTM : 28020106
619,LEE_WQ,EB-10,Julies Island - Estero Bay Site # 10,LEE_WQ : EB-10
619,LEE_WQ,EB-RANDOM,Random Estero Bay Site#E601D,LEE_WQ : EB-RANDOM
619,LEGACYSTORET_21FLA,28020106,FT MY BCH CAN ADJ AVE PESC / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020106
619,USGS_NWIS,262657081544600,DOG KEY SE OF MANTANZAS PASS BR NR FT MYERS BCH FL,USGS_NWIS : 262657081544600
619,STORET_CHNEPEB,619,619,STORET_CHNEPEB : 619
618,STORET_21FLFTM,28020105,FT MY BCH CAN ADJ DONNORA,STORET_21FLFTM : 28020105
618,STORET_21FLFTM,LCUFMB3,FTMYBCH @ Mound House,STORET_21FLFTM : LCUFMB3
618,STORET_21FLWPB,28021671,INF KAHULA INN,STORET_21FLWPB : 28021671
618,STORET_21FLWPB,28021672,EFF KAHULA INN,STORET_21FLWPB : 28021672
618,LEGACYSTORET_21FLA,28020105,FT MY BCH CAN ADJ DONNORA / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020105
618,LEGACYSTORET_21FLA,28021593,INF ISLAND TOWERS /          FLORIDA / SOUTH-EAST              LOWER FLORIDA,LEGACYSTORET_21FLA : 28021593
618,LEGACYSTORET_21FLA,28021594,EFF ISLAND TOWERS / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28021594
618,STORET_CHNEPEB,618,618,STORET_CHNEPEB : 618
627,STORET_21FLFMRI,NTK200112,N 10K Islands - Estero Bay,STORET_21FLFMRI : NTK200112
627,STORET_CHNEPEB,627,627,STORET_CHNEPEB : 627
626,STORET_21FLCHAR,EBV003,Estero Bay/1st sm island W of Estero R mo,STORET_21FLCHAR : EBV003
626,STORET_21FLFTM,28020189,MOUTH OF ESTERO RIVER,STORET_21FLFTM : 28020189
626,STORET_21FLFTM,28020191,ESTERO BAY NORTH OF MOUND KEY,STORET_21FLFTM : 28020191
626,STORET_21FLWPB,28020189,MOUTH OF ESTERO RIVER,STORET_21FLWPB : 28020189
626,STORET_21FLWPB,28020191,ESTERO BAY NORTH OF MOUND KEY,STORET_21FLWPB : 28020191
626,LEE_WQ,EB-13,Near mouth of Estero river - Estero Bay Site # 13 Est. Rive,LEE_WQ : EB-13
626,LEGACYSTORET_21FLA,28020189,MOUTH OF ESTERO RIVER / SOUTHEAST / LOWER FLORIDA AREA,LEGACYSTORET_21FLA : 28020189
626,LEGACYSTORET_21FLA,28020191,ESTERO BAY NORTH OF MOUND KEY / SOUTHEAST / LOWER FLORIDA AREA,LEGACYSTORET_21FLA : 28020191
626,CHEVWQMN_WQ,EBV003,Estero Bay,CHEVWQMN_WQ : EBV003
626,STORET_CHNEPEB,626,626,STORET_CHNEPEB : 626
625,STORET_21FLFMRI,NTK200108,N 10K Islands - Estero Bay,STORET_21FLFMRI : NTK200108
625,STORET_21FLFMRI,NTK200110,N 10K Islands - Estero Bay,STORET_21FLFMRI : NTK200110
625,STORET_21FLFMRI,NTK200111,N 10K Islands - Estero Bay,STORET_21FLFMRI : NTK200111
625,STORET_21FLFTM,EVRGWC0072FTM,Estero Bay Oyster Control - WB 3258I,STORET_21FLFTM : EVRGWC0072FTM
625,STORET_21FLSFWM,ROOK469,"Coon Key, R2A",STORET_21FLSFWM : ROOK469
625,LEE_WQ,EB-14,West of Mound Key - Estero Bay Site # 14 Mound Key,LEE_WQ : EB-14
625,STORET_CHNEPEB,625,625,STORET_CHNEPEB : 625
624,STORET_21FLCHAR,EBV006,Estero Bay/Marker G 51,STORET_21FLCHAR : EBV006
624,STORET_21FLFMRI,NTK200109,N 10K Islands - Estero Bay,STORET_21FLFMRI : NTK200109
624,STORET_21FLFTM,28020107,FT MY BCH CAN ADJ ALBATR,STORET_21FLFTM : 28020107
624,STORET_21FLFTM,28020116,ESTERO BAY N COON,STORET_21FLFTM : 28020116
624,STORET_21FLWPB,28020116,ESTERO BAY N COON,STORET_21FLWPB : 28020116
624,LEGACYSTORET_21FLA,28020107,FT MY BCH CAN ADJ ALBATR / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020107
624,LEGACYSTORET_21FLA,28020116,ESTERO BAY N COON / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020116
624,CHEVWQMN_WQ,EBV006,Estero Bay,CHEVWQMN_WQ : EBV006
624,STORET_CHNEPEB,624,624,STORET_CHNEPEB : 624
623,STORET_21FLFTM,28020098,FT MY BCH OUT HOL INN,STORET_21FLFTM : 28020098
623,STORET_21FLFTM,LCUFMB4,FTMYBCH @ Sterling Ave Beach,STORET_21FLFTM : LCUFMB4
623,STORET_21FLFTM,LCUFMB5,FTMYBCH @ Indian Bayou,STORET_21FLFTM : LCUFMB5
623,STORET_21FLFTM,LCUFMB6,FTMYBCH @ Dolphin Inn Resort,STORET_21FLFTM : LCUFMB6
623,STORET_21FLWPB,28020098,FT MY BCH OUT HOL INN,STORET_21FLWPB : 28020098
623,LAKEWATCH_V,Little Portion-Lee,Little Portion,LAKEWATCH_V : Little Portion-Lee
623,LEGACYSTORET_21FLA,28020098,FT MY BCH OUT HOL INN / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020098
623,LEGACYSTORET_21FLA,28021537,INF DIAMOND HD INN /          FLORIDA / SOUTH-EAST              LOWER FLORIDA,LEGACYSTORET_21FLA : 28021537
623,LEGACYSTORET_21FLA,28021538,EFF DIAMOND HD INN / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28021538
623,LEGACYSTORET_21FLA,28021579,INF SANDPIPER GULF RES /          FLORIDA / SOUTH-EAST              LOWER FLORIDA,LEGACYSTORET_21FLA : 28021579
623,LEGACYSTORET_21FLA,28021580,EFF SANDPIPER GULF RES / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28021580
623,LEGACYSTORET_21FLA,28021621,INF HOL INN BCH /          FLORIDA / SOUTH-EAST              LOWER FLORIDA,LEGACYSTORET_21FLA : 28021621
623,LEGACYSTORET_21FLA,28021622,EFF HOL INN BCH / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28021622
623,LEGACYSTORET_21FLA,28021627,INF LEONARDO ARMS /          FLORIDA / SOUTH-EAST              LOWER FLORIDA,LEGACYSTORET_21FLA : 28021627
623,LEGACYSTORET_21FLA,28021628,EFF LEONARDO ARMS / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28021628
623,LEGACYSTORET_21FLA,28021677,INF OUTRIGGER MOTEL /          FLORIDA / SOUTH-EAST              LOWER FLORIDA,LEGACYSTORET_21FLA : 28021677
623,LEGACYSTORET_21FLA,28021678,EFF OUTRIGGER MOTEL / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28021678
623,STORET_CHNEPEB,623,623,STORET_CHNEPEB : 623
632,STORET_CHNEPEB,632,632,STORET_CHNEPEB : 632
631,STORET_21FLSFWM,ROOK470,"Central Estero Bay, R2",STORET_21FLSFWM : ROOK470
631,STORET_CHNEPEB,631,631,STORET_CHNEPEB : 631
630,STORET_21FLFTM,28020117,ESTERO BAY BIG CARLOS PASS BR LE,STORET_21FLFTM : 28020117
630,STORET_21FLFTM,LCUFMB8,FTMYBCH @ San Carlos Point Beach,STORET_21FLFTM : LCUFMB8
630,STORET_21FLWPB,28020117,ESTERO BAY BIG CARLOS PASS BR LE,STORET_21FLWPB : 28020117
630,USGS_NWIS,262414081525300,TIDAL INLET NEAR FT MYERS BEACH FL,USGS_NWIS : 262414081525300
630,USGS_NWIS,262415081525000,"BIG CARLOS PASS BRIDGE AT ESTERO ISLAND,  FL",USGS_NWIS : 262415081525000
630,COMPS,BCP,Big Carlos Pass,COMPS : BCP
630,STORET_21FLFMRI,NTK200113,N 10K Islands - Estero Bay,STORET_21FLFMRI : NTK200113
630,LEE_WQ,EB-08,Big Carlos Pass - Estero Bay Site # 8 DUPLICATE,LEE_WQ : EB-08
630,LEGACYSTORET_21FLA,28020117,ESTERO BAY BIG CARLOS PASS BR LE / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020117
630,STORET_CHNEPEB,630,630,STORET_CHNEPEB : 630
629,STORET_21FLFTM,28020108,FT MY BCH CAN LAG SH LGN,STORET_21FLFTM : 28020108
629,STORET_21FLFTM,EVRGWC0010FTM,8060-5,STORET_21FLFTM : EVRGWC0010FTM
629,STORET_21FLFTM,LCUFMB7,FTMYBCH @ Buccaneer Lagoon,STORET_21FLFTM : LCUFMB7
629,STORET_21FLSFWM,ROOK468,Big Carlos Pass Bridge,STORET_21FLSFWM : ROOK468
629,STORET_21FLWPB,28020108,FT MY BCH CAN LAG SH LGN,STORET_21FLWPB : 28020108
629,STORET_21FLWPB,28021532,EFF EST 7,STORET_21FLWPB : 28021532
629,STORET_21FLWPB,28021913,INF - MARINA TOWERS & YACHT CLUB,STORET_21FLWPB : 28021913
629,STORET_21FLWPB,28021914,EFF - MARINA TOWERS & YACHT CLUB,STORET_21FLWPB : 28021914
629,LEE_WQ,EB-09,Coon Key - Estero Bay Site # 9,LEE_WQ : EB-09
629,LEGACYSTORET_21FLA,28020108,FT MY BCH CAN LAG SH LGN / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020108
629,LEGACYSTORET_21FLA,28021511,INF CARRIBEAN INN /          FLORIDA / SOUTH-EAST              LOWER FLORIDA,LEGACYSTORET_21FLA : 28021511
629,LEGACYSTORET_21FLA,28021512,EFF CARRIBEAN INN / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28021512
629,LEGACYSTORET_21FLA,28021531,INF EST 7000 /          FLORIDA / SOUTH-EAST              LOWER FLORIDA,LEGACYSTORET_21FLA : 28021531
629,LEGACYSTORET_21FLA,28021532,EFF EST 7 / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28021532
629,STORET_CHNEPEB,629,629,STORET_CHNEPEB : 629
628,STORET_21FLFTM,28020099,FT MY BCH OUT LEO ARM,STORET_21FLFTM : 28020099
628,LEGACYSTORET_21FLA,28020099,FT MY BCH OUT LEO ARM / SOUTH-EAST / LOWER FLORIDA,LEGACYSTORET_21FLA : 28020099
628,STORET_CHNEPEB,628,628,STORET_CHNEPEB : 628
636,LEE_WQ,EB-07,Johnson Fish Camp - Estero Bay Site # 7,LEE_WQ : EB-07
636,LEGACYSTORET_1114GBL,1201,IONA POINT - CALOOSAHATCHEE RIVER / SOUTHEAST / LOWER FLORIDA AREA,LEGACYSTORET_1114GBL : 1201
636,STORET_CHNEPEB,636,636,STORET_CHNEPEB : 636
635,STORET_21FLCHAR,EBV004,Estero Bay/Carl Johnson Park Boat Ramp,STORET_21FLCHAR : EBV004
635,CHEVWQMN_WQ,EBV004,Estero Bay,CHEVWQMN_WQ : EBV004
635,STORET_CHNEPEB,635,635,STORET_CHNEPEB : 635
634,STORET_21FLDOH,LEE148,FL301381,STORET_21FLDOH : LEE148
634,STORET_21FLFMRI,NTK200114,N 10K Islands - Estero Bay,STORET_21FLFMRI : NTK200114
634,STORET_CHNEPEB,634,634,STORET_CHNEPEB : 634
633,STORET_CHNEPEB,633,633,STORET_CHNEPEB : 633
640,LEE_WQ,SPRIGR02,Spring Creek,LEE_WQ : SPRIGR02
640,STORET_21FLFTM,EVRGWC0067FTM,Spring Creek @ Tahiti Dr. -- WBID 3258H1,STORET_21FLFTM : EVRGWC0067FTM
640,LEE_WQ,48-10GR,SPRING CREEK- US 41W. @ Bay Creek Dr.,LEE_WQ : 48-10GR
640,LEGACYSTORET_21FLA,28020220,SPRING CREEK AT PELICANS NEST C.C. / SOUTHEAST / LOWER FLORIDA AREA,LEGACYSTORET_21FLA : 28020220
640,STORET_CHNEPEB,640,640,STORET_CHNEPEB : 640
639,STORET_21FLFMRI,STR200316,StateNonTrend - Estero Bay,STORET_21FLFMRI : STR200316
